,RailToExport_0,RailToExport_1,RailToExport_2,RailToExport_3,RailToExport_4,RailToExport_5,RailToExport_6,RailToExport_7
0,0.0,0.0,15066675.794446785,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,36108006.47420027,0.0,0.0
2,0.0,0.0,9698715.880056154,0.0,0.0,23785673.289799727,0.0,0.0
3,0.0,28564134.532822553,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,59893679.764,5181448.207497032
5,0.0,31329545.231177446,0.0,0.0,0.0,0.0,0.0,0.0
