,Import_0,Import_1
0,61492116759.96059,0.0
1,7260150961.169636,0.0
2,7939756707.098959,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
