,Import_0,Import_1,Import_2
0,158915763.06800002,0.0,0.0
1,158915763.06800002,0.0,0.0
2,58151968.13152693,0.0,0.0
3,0.0,0.0,0.0
4,1761930.6886523813,0.0,0.0
5,0.0,0.0,158915763.06800002
6,0.0,0.0,158915763.06800002
7,0.0,0.0,19543982.713820547
