scenario,time,subregion,management,level,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
SSP2,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,lo,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-2.19E-04,-1.08E-04,-1.85E-05,5.39E-05,6.10E-05,2.78E-05,3.09E-05,6.83E-06,2.10E-05,3.06E-05,5.02E-05,5.18E-05,4.18E-05,3.24E-05,2.80E-05,2.88E-05,3.18E-05,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TennR,IRR,hi,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-4.46E-04,-2.73E-04,-1.08E-04,-3.02E-05,-4.71E-05,-1.71E-04,-1.79E-04,-1.59E-04,-4.92E-05,2.31E-05,1.24E-04,1.49E-04,1.13E-04,9.40E-05,9.67E-05,1.12E-04,1.33E-04,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TennR,IRR,lo,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-2.54E-04,-1.02E-04,1.53E-05,6.26E-05,4.82E-05,4.49E-06,6.38E-06,3.31E-05,6.57E-05,7.71E-05,9.04E-05,8.15E-05,6.12E-05,3.91E-05,2.26E-05,1.36E-05,8.25E-06,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TennR,RFD,hi,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-1.73E-01,-1.45E-01,-1.06E-01,-1.04E-01,-1.22E-01,-1.77E-01,-1.87E-01,-1.23E-01,-5.08E-02,-6.57E-03,4.31E-02,5.76E-02,4.48E-02,3.82E-02,4.03E-02,4.74E-02,0.0567964,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TennR,RFD,lo,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-8.34E-02,-4.17E-02,-6.81E-03,6.89E-03,5.05E-03,-1.58E-03,4.02E-03,1.62E-02,2.43E-02,2.57E-02,2.59E-02,2.17E-02,1.63E-02,9.38E-03,3.29E-03,-7.38E-04,-3.72E-03,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,hi,-0.0462732,-0.0286559,-0.0198473,-0.0282565,-0.0320098,-0.0338865,-0.0311579,-0.0334558,-0.0424592,-0.0185705,3.17E-03,0.0182237,0.0145381,0.00287569,0.00240043,-0.00260725,0.00361415,0.00816425,0.0155005,0.0167448,0.0147796,0.0128241,0.0119156,0.0121178,0.012491,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,lo,-0.0462732,-0.0286559,-0.0198473,-0.0282565,-0.0320098,-0.0338865,-0.0311579,-0.0334558,-0.0227817,-2.58E-03,0.0133438,0.0225531,0.0181401,0.0128238,0.0122901,0.0103141,0.0112737,0.0113903,0.0119059,0.010692,0.00982232,0.00766715,0.0054175,0.00390006,0.0024371,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TexasCst,RFD,hi,-0.0689825,-0.0425999,-0.0294087,-4.13E-02,-4.69E-02,-4.97E-02,-4.58E-02,-4.91E-02,-7.63E-02,-4.85E-02,-1.83E-02,-1.65E-03,-9.93E-03,-3.10E-02,-3.28E-02,-2.40E-02,-3.70E-03,9.52E-03,2.58E-02,2.97E-02,2.67E-02,2.34E-02,2.21E-02,2.27E-02,0.0237432,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,TexasCst,RFD,lo,-0.0689825,-0.0425999,-0.0294087,-4.13E-02,-4.69E-02,-4.97E-02,-4.58E-02,-4.91E-02,-3.69E-02,-8.26E-03,1.54E-02,2.86E-02,2.27E-02,1.63E-02,1.65E-02,1.61E-02,1.76E-02,1.76E-02,1.75E-02,1.54E-02,1.42E-02,1.10E-02,7.29E-03,4.64E-03,0.00207228,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRN,IRR,hi,-0.00129792,-8.00E-04,-5.51E-04,-7.65E-04,-8.71E-04,-9.24E-04,-8.54E-04,-9.12E-04,-0.00288994,-0.00300491,-0.00286307,-0.00133684,-7.77E-04,-0.00106008,-9.75E-04,-9.16E-04,-4.27E-04,-9.62E-05,4.12E-04,5.70E-04,5.02E-04,4.62E-04,4.94E-04,5.90E-04,7.09E-04,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRN,IRR,lo,-0.00129792,-8.00E-04,-5.51E-04,-7.65E-04,-8.71E-04,-9.24E-04,-8.54E-04,-9.12E-04,-0.00144063,-0.00112628,-7.75E-04,-6.68E-05,1.71E-04,1.58E-04,2.16E-04,1.79E-04,2.15E-04,2.15E-04,2.40E-04,2.11E-04,1.69E-04,1.09E-04,5.83E-05,3.35E-05,2.09E-05,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRN,RFD,hi,-9.40E-04,-5.79E-04,-3.99E-04,-5.54E-04,-6.31E-04,-6.69E-04,-6.18E-04,-6.61E-04,-2.00E-03,-2.02E-03,-1.87E-03,-8.33E-04,-4.59E-04,-6.59E-04,-6.00E-04,-5.93E-04,-2.75E-04,-5.62E-05,2.88E-04,3.94E-04,3.47E-04,3.18E-04,3.39E-04,4.05E-04,4.86E-04,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRN,RFD,lo,-9.40E-04,-5.79E-04,-3.99E-04,-5.54E-04,-6.31E-04,-6.69E-04,-6.18E-04,-6.61E-04,-1.03E-03,-7.99E-04,-5.52E-04,-4.57E-05,1.22E-04,1.06E-04,1.45E-04,1.17E-04,1.47E-04,1.50E-04,1.74E-04,1.56E-04,1.25E-04,8.27E-05,4.74E-05,3.12E-05,2.40E-05,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRS,IRR,hi,-2.67E-04,-1.69E-04,-1.20E-04,-4.42E-04,-5.97E-04,-6.75E-04,-4.55E-04,-3.79E-04,-1.03E-03,-1.07E-03,-1.05E-03,-5.42E-04,-3.63E-04,-4.68E-04,-4.40E-04,-3.97E-04,-2.08E-04,-7.83E-05,1.16E-04,1.83E-04,1.67E-04,1.63E-04,1.84E-04,2.26E-04,2.75E-04,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRS,IRR,lo,-2.67E-04,-1.69E-04,-1.20E-04,-4.42E-04,-5.97E-04,-6.75E-04,-4.55E-04,-3.79E-04,-5.54E-04,-4.48E-04,-3.41E-04,-1.03E-04,-2.09E-05,-2.36E-05,-6.31E-07,4.93E-06,3.21E-05,4.31E-05,6.27E-05,6.07E-05,5.09E-05,3.60E-05,2.47E-05,2.21E-05,2.34E-05,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRS,RFD,hi,-5.92E-06,-3.74E-06,-2.66E-06,-9.66E-06,-1.31E-05,-1.48E-05,-1.01E-05,-8.32E-06,-1.77E-05,-1.56E-05,-1.32E-05,-5.55E-06,-2.98E-06,-5.02E-06,-4.68E-06,-5.29E-06,-2.82E-06,-9.76E-07,2.08E-06,3.12E-06,2.82E-06,2.71E-06,3.03E-06,3.72E-06,4.52E-06,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaColoRS,RFD,lo,-5.92E-06,-3.74E-06,-2.66E-06,-9.66E-06,-1.31E-05,-1.48E-05,-1.01E-05,-8.32E-06,-1.13E-05,-8.86E-06,-6.70E-06,-1.90E-06,-2.96E-07,-6.78E-07,-3.34E-07,-3.73E-07,3.50E-07,7.29E-07,1.40E-06,1.47E-06,1.25E-06,9.60E-07,7.79E-07,7.99E-07,9.05E-07,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstE,IRR,hi,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-1.11E-02,-4.08E-03,1.49E-03,4.28E-03,3.26E-03,-3.47E-04,-8.31E-04,-1.36E-03,6.40E-04,1.90E-03,3.94E-03,4.15E-03,3.01E-03,2.19E-03,1.92E-03,2.05E-03,0.00234894,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstE,IRR,lo,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-4.76E-03,1.30E-03,5.14E-03,6.76E-03,5.76E-03,4.35E-03,4.02E-03,3.70E-03,3.61E-03,3.25E-03,2.94E-03,2.28E-03,1.58E-03,7.22E-04,-3.87E-05,-5.73E-04,-1.02E-03,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstE,RFD,hi,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-4.87E-01,-3.43E-01,-1.93E-01,-1.62E-01,-2.22E-01,-3.76E-01,-4.02E-01,-2.48E-01,-7.16E-02,3.03E-02,1.45E-01,1.68E-01,1.25E-01,9.37E-02,8.61E-02,9.48E-02,0.110615,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstE,RFD,lo,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-1.79E-01,5.85E-04,1.22E-01,1.73E-01,1.51E-01,1.28E-01,1.33E-01,1.36E-01,1.28E-01,1.10E-01,8.95E-02,6.41E-02,4.41E-02,1.59E-02,-1.15E-02,-3.26E-02,-0.0511753,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstNE,IRR,hi,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-1.41E-06,-4.41E-07,2.33E-07,7.81E-07,8.08E-07,4.70E-07,4.22E-07,1.60E-07,2.23E-07,2.58E-07,4.11E-07,4.13E-07,3.41E-07,2.70E-07,2.31E-07,2.35E-07,2.56E-07,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstNE,IRR,lo,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-6.67E-07,8.17E-08,5.48E-07,8.30E-07,7.81E-07,5.97E-07,5.39E-07,4.24E-07,3.99E-07,3.47E-07,3.34E-07,2.72E-07,2.12E-07,1.31E-07,5.73E-08,1.13E-08,-2.36E-08,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstNE,RFD,hi,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-1.01E-03,-9.29E-04,-9.93E-04,-1.71E-03,-9.47E-04,-3.44E-04,5.34E-05,3.29E-05,-3.80E-04,-4.19E-04,-2.94E-04,2.69E-05,1.96E-04,4.64E-04,5.01E-04,4.25E-04,3.45E-04,3.05E-04,3.18E-04,3.51E-04,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstNE,RFD,lo,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-0.00100638,-9.29E-04,-9.93E-04,-7.17E-04,-1.71E-05,4.34E-04,6.90E-04,6.49E-04,5.04E-04,4.73E-04,4.23E-04,4.06E-04,3.52E-04,3.20E-04,2.51E-04,1.93E-04,1.11E-04,3.19E-05,-2.15E-05,-6.48E-05,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstSE,IRR,hi,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.0709756,-0.0340551,-3.29E-03,0.017146,0.015179,-0.00402836,-0.00599947,-0.0112591,5.44E-04,0.0084202,0.0216452,0.0239602,0.0180562,0.0143431,0.01383,0.0154283,0.0179344,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstSE,IRR,lo,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.0370228,-0.00574431,0.0157866,0.0266451,0.0234094,0.0156669,0.0143556,0.0140337,0.016103,0.0157818,0.016246,0.0137676,0.0102026,6.05E-03,0.0026272,5.11E-04,-1.03E-03,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstSE,RFD,hi,-1.17908,-0.727478,-0.501677,-0.701362,-0.797575,-0.845681,-0.780282,-0.834808,-1.3196,-0.962057,-0.575312,-0.452376,-0.562472,-0.947836,-1.01047,-0.679749,-0.232944,0.0359801,0.357122,0.438093,0.339155,0.276781,0.275048,0.313029,0.368361,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaCstSE,RFD,lo,-1.17908,-0.727478,-0.501677,-7.01E-01,-0.797575,-0.845681,-7.80E-01,-8.35E-01,-0.597505,-0.174343,0.136258,0.279032,0.245989,0.175111,0.18743,0.230874,0.258493,0.244866,0.227816,0.182392,0.135198,0.0725124,0.0146855,-0.025642,-0.0580691,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaPacNW,IRR,hi,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-0.00513897,-0.0054489,-5.03E-03,-0.00537888,-0.015356,-0.0133217,-0.011013,-0.0031452,-8.05E-04,-0.00232364,-0.00198201,-0.00192527,-1.37E-04,8.76E-04,0.00271245,0.00307338,0.002882,0.00249735,0.00227476,0.00242466,0.00267732,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaPacNW,IRR,lo,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-5.14E-03,-5.45E-03,-5.03E-03,-5.38E-03,-6.60E-03,-3.22E-03,-6.10E-04,2.72E-03,3.31E-03,2.97E-03,2.98E-03,2.48E-03,2.25E-03,1.89E-03,1.67E-03,1.29E-03,1.08E-03,6.49E-04,1.91E-04,-1.20E-04,-3.88E-04,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaPacNW,RFD,hi,-0.00914161,-0.00564135,-0.00389122,-0.00544524,-0.00619095,-0.00656381,-0.00605517,-0.00647945,-0.0141822,-0.00937491,-0.0055441,-3.84E-05,1.02E-03,-0.00112372,-0.0010524,-0.00139302,1.63E-04,0.00104353,0.00278435,0.00309386,0.00288367,0.00247933,0.00223476,0.00236231,0.00259128,MtC/yr
SSP2,date=2022-10-4T03:04:52-04:00,UsaPacNW,RFD,lo,-0.00914161,-0.00564135,-0.00389122,-5.45E-03,-0.00619095,-0.00656381,-6.06E-03,-6.48E-03,-0.00716809,-0.00301987,-1.18E-04,0.00341447,0.00389548,0.00324942,0.00319095,0.00259373,0.00244773,2.12E-03,2.00E-03,1.62E-03,1.37E-03,8.80E-04,3.70E-04,4.69E-05,-2.23E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,ArkWhtRedR,IRR,hi,-0.171337,-0.105872,-0.0731403,-0.103021,-0.116968,-0.123941,-0.114194,-0.122356,-0.153201,-0.0685843,0.011679,0.0553917,4.40E-02,-0.00243772,-0.00940362,-0.0273735,-6.80E-03,0.00301636,0.0245779,0.02282,0.00817294,-0.0046358,-0.0141734,-0.0192389,-0.0200558,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,ArkWhtRedR,IRR,lo,-0.171337,-0.105872,-0.0731403,-0.103021,-0.116968,-0.123941,-0.114194,-0.122356,-0.0839453,-0.0172404,0.0348905,0.0589026,0.0458934,0.024326,0.0203203,0.0205332,0.0282506,0.0311153,0.0380775,0.0370068,0.0308894,0.0255151,0.0231706,0.0221641,0.0230351,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,ArkWhtRedR,RFD,hi,-0.58862,-0.363305,-0.250647,-0.351053,-0.399056,-0.423058,-3.90E-01,-4.18E-01,-7.02E-01,-5.02E-01,-2.47E-01,-1.57E-01,-2.26E-01,-4.39E-01,-4.76E-01,-3.55E-01,-1.55E-01,-0.0560831,0.0735044,0.0791506,0.0160847,-0.0419045,-0.0863928,-0.110004,-0.11328,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,ArkWhtRedR,RFD,lo,-0.58862,-0.363305,-0.250647,-0.351053,-0.399056,-0.423058,-3.90E-01,-4.18E-01,-3.27E-01,-1.11E-01,6.85E-02,1.46E-01,1.06E-01,4.98E-02,4.97E-02,8.13E-02,1.12E-01,1.24E-01,1.43E-01,1.41E-01,1.24E-01,1.10E-01,1.05E-01,0.103823,0.107826,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,California,IRR,hi,-0.0623141,-0.038496,-0.026587,-0.0374049,-0.0424793,-0.0450165,-0.0414853,-0.04444,-0.118994,-0.110347,-0.0907604,-0.0173038,0.00381836,-0.00940624,-0.00748209,-0.0149554,-0.00292011,0.00267726,0.0145252,0.0134006,0.00583464,-7.86E-04,-0.00510389,-0.00696762,-0.00714323,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,California,IRR,lo,-0.0623141,-0.038496,-0.026587,-0.0374049,-0.0424793,-0.0450165,-0.0414853,-0.04444,-0.0562788,-0.0365999,-0.0183952,0.0145044,0.0215863,0.0181505,0.0182106,0.0158937,0.0171133,0.0170574,0.0188428,0.0180718,1.58E-02,0.0139345,1.32E-02,1.30E-02,0.0132507,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,California,RFD,hi,-0.00447253,-0.00275816,-0.00190098,-0.00265129,-0.00301654,-0.00319916,-0.00295312,-0.00315799,-0.00567536,-0.00366855,-0.00166328,1.60E-03,0.00233117,1.41E-03,1.32E-03,1.55E-04,3.24E-04,3.93E-04,8.64E-04,7.64E-04,3.70E-04,3.04E-05,-1.88E-04,-2.83E-04,-2.94E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,California,RFD,lo,-0.00447253,-0.00275816,-0.00190098,-0.00265129,-0.00301654,-0.00319916,-2.95E-03,-0.00315799,-0.00344845,-0.0019575,-7.03E-04,1.42E-03,0.00182908,0.00144974,0.00138787,1.01E-03,1.06E-03,1.05E-03,1.21E-03,1.15E-03,9.61E-04,8.02E-04,7.28E-04,7.06E-04,7.17E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatBasin,IRR,hi,-0.00354286,-0.00321307,-0.00304818,-0.00396081,-0.00441133,-0.00463659,-0.00343257,-0.00310639,-0.00869254,-0.00872494,-0.00787964,-0.00309881,-0.0014281,-0.00229048,-0.00207205,-0.00253317,-1.56E-03,-1.03E-03,-4.07E-05,-4.34E-05,-5.50E-04,-0.00100731,-0.00127539,-0.00137859,-0.00137037,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatBasin,IRR,lo,-0.00354286,-0.00321307,-0.00304818,-0.00396081,-0.00441133,-0.00463659,-0.00343257,-0.00310639,-0.00451434,-0.0035429,-0.00250316,-3.76E-04,2.96E-04,1.58E-04,2.80E-04,1.78E-04,3.73E-04,4.67E-04,6.83E-04,6.98E-04,5.98E-04,5.15E-04,5.04E-04,5.28E-04,5.69E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatBasin,RFD,hi,-0.0026036,-0.00236082,-0.00223944,-0.00290823,-0.00323989,-0.00340572,-2.52E-03,-0.00228247,-0.00626478,-0.00622091,-0.00555903,-0.00214018,-9.44E-04,-0.00156845,-0.00141318,-0.0017817,-1.10E-03,-7.34E-04,-2.36E-05,-2.65E-05,-3.91E-04,-7.21E-04,-9.15E-04,-9.89E-04,-9.84E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatBasin,RFD,lo,-0.0026036,-0.00236082,-0.00223944,-0.00290823,-0.00323989,-0.00340572,-2.52E-03,-0.00228247,-0.003295,-0.00258421,-0.00182768,-2.72E-04,2.20E-04,1.13E-04,1.99E-04,1.20E-04,2.64E-04,3.34E-04,4.96E-04,5.07E-04,4.32E-04,3.69E-04,3.60E-04,3.77E-04,4.06E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatLakes,IRR,hi,-0.0344035,-0.0212755,-0.0147114,-0.0208023,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.0156135,-0.00367166,0.0066386,0.0120013,0.00979885,2.91E-03,0.00221336,-5.98E-04,2.05E-03,0.00335739,0.00618088,0.00588,0.00381636,0.00202945,5.42E-04,-2.04E-04,-4.50E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatLakes,IRR,lo,-0.0344035,-0.0212755,-0.0147114,-0.0208023,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.00280413,0.00572361,0.0109243,0.0130317,0.010522,0.00797058,0.00765394,0.00772373,0.00801784,0.00804362,0.00838192,8.15E-03,0.00742613,6.77E-03,6.40E-03,0.00622827,0.00618465,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatLakes,RFD,hi,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-1.13086,-0.809076,-0.405194,-0.311112,-0.477784,-0.876026,-0.912779,-0.581201,-0.164372,0.0460297,0.289621,0.304452,0.191251,0.086984,-0.00299742,-0.0479134,-0.0618348,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,GreatLakes,RFD,lo,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-0.222559,0.129645,0.361769,0.446188,0.349756,0.285512,0.308011,0.379934,0.398818,0.40166,0.404204,0.396582,0.374401,0.352962,0.344049,0.339843,0.338928,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissouriR,IRR,hi,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.538877,-0.277492,-0.0528241,0.0858628,0.0715483,-0.0660231,-0.0787793,-0.136237,-0.0669248,-0.0300651,0.0429243,0.042279,-9.29E-04,-0.0380627,-0.0705939,-0.0864681,-0.0907744,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissouriR,IRR,lo,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.2897,-0.0878056,0.0412208,0.112592,0.0924335,0.0470982,0.0476961,0.0535179,0.0738217,0.0844879,0.103397,0.105148,0.0932694,0.0831914,0.0778978,0.077172,0.0796952,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissouriR,RFD,hi,-4.58639,-2.83227,-1.96E+00,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-5.42E+00,-4.09E+00,-2.60E+00,-1.97E+00,-2.27E+00,-3.67E+00,-3.80E+00,-2.94E+00,-1.51E+00,-7.59E-01,1.83E-01,2.72E-01,-1.30E-01,-4.95E-01,-8.25E-01,-9.86E-01,-1.02907,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissouriR,RFD,lo,-4.58639,-2.83227,-1.95521,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-2.50E+00,-1.05E+00,-7.51E-02,4.34E-01,3.19E-01,1.09E-01,2.20E-01,4.91E-01,6.75E-01,7.69E-01,8.79E-01,9.06E-01,8.50E-01,8.01E-01,7.89E-01,7.99E-01,0.825447,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRN,IRR,hi,-0.0739927,-0.0458722,-0.031812,-3.21E-02,-3.20E-02,-3.19E-02,3.83E-03,1.00E-02,-2.05E-02,-7.02E-03,5.05E-03,1.16E-02,7.16E-03,-3.23E-03,-2.48E-03,-8.53E-03,-4.86E-03,-2.34E-03,2.21E-03,1.79E-03,-1.49E-03,-4.27E-03,-6.79E-03,-8.07E-03,-0.0083645,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRN,IRR,lo,-0.0739927,-0.0458722,-0.031812,-3.21E-02,-3.20E-02,-3.19E-02,3.83E-03,1.00E-02,3.34E-03,1.04E-02,1.34E-02,1.41E-02,9.29E-03,7.37E-03,8.74E-03,8.72E-03,8.03E-03,8.24E-03,8.07E-03,8.00E-03,7.59E-03,7.23E-03,7.20E-03,7.30E-03,0.00762115,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRN,RFD,hi,-6.72465,-4.15996,-2.87762,-2.88627,-2.87201,-2.86488,0.300536,0.889116,-3.47961,-3.08847,-2.26953,-2.33885,-3.08657,-4.41524,-4.39666,-3.15447,-1.7119,-0.896889,-0.0524989,0.0225487,-0.340205,-0.673432,-0.987894,-1.14887,-1.18443,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRN,RFD,lo,-6.72465,-4.15996,-2.87762,-2.88627,-2.87201,-2.86488,0.300536,0.889116,-0.0557356,0.474561,0.741223,0.752907,0.363232,0.38127,0.64938,0.925774,0.881998,0.908409,0.841626,0.850417,0.860326,8.65E-01,0.90045,0.930286,0.96876,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRS,IRR,hi,-0.655159,-0.404804,-0.279627,-3.94E-01,-4.47E-01,-4.74E-01,-4.36E-01,-3.39E-01,-3.51E-01,-7.75E-02,1.45E-01,2.57E-01,2.35E-01,1.10E-01,8.10E-02,2.39E-02,6.77E-02,8.60E-02,1.35E-01,1.27E-01,8.72E-02,5.26E-02,2.42E-02,9.42E-03,0.00470791,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRS,IRR,lo,-0.655159,-0.404804,-0.279627,-3.94E-01,-4.47E-01,-4.74E-01,-4.36E-01,-3.39E-01,-1.03E-01,1.02E-01,2.23E-01,2.71E-01,2.41E-01,1.98E-01,1.78E-01,1.75E-01,1.76E-01,1.71E-01,1.74E-01,1.67E-01,1.52E-01,1.39E-01,1.31E-01,1.27E-01,0.125783,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRS,RFD,hi,-1.56806,-0.967843,-0.667735,-9.35E-01,-1.06E+00,-1.13E+00,-1.04E+00,-8.08E-01,-1.32E+00,-8.84E-01,-4.06E-01,-2.85E-01,-3.98E-01,-7.80E-01,-8.53E-01,-5.14E-01,-9.37E-02,1.09E-01,3.50E-01,3.59E-01,2.41E-01,1.32E-01,3.98E-02,-7.79E-03,-0.0218207,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,MissppRS,RFD,lo,-1.56806,-0.967843,-0.667735,-9.35E-01,-1.06E+00,-1.13E+00,-1.04E+00,-8.08E-01,-3.54E-01,1.09E-01,4.00E-01,5.06E-01,4.52E-01,4.03E-01,3.94E-01,4.59E-01,4.67E-01,4.57E-01,4.52E-01,4.38E-01,4.12E-01,3.88E-01,3.77E-01,3.71E-01,0.368767,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,NelsonR,IRR,hi,-0.0091924,-0.00568438,-0.00393037,-0.00555638,-0.00630377,-0.00667747,-0.00614794,-0.00452767,-0.0055312,-0.00150333,1.85E-03,0.00432153,0.00376762,1.87E-03,1.48E-03,3.01E-04,7.18E-04,8.67E-04,0.001574,0.0014437,8.36E-04,3.09E-04,-2.86E-05,-2.06E-04,-2.31E-04,MtC/yr
SSP3,date=2022-10-4T03:04:53-04:00,NelsonR,IRR,lo,-0.0091924,-0.00568438,-0.00393037,-0.00555638,-0.00630377,-0.00667747,-0.00614794,-0.00452767,-0.00138045,0.0016115,0.00350887,0.00475731,0.0040274,0.00325019,0.00291198,0.00250432,0.00230944,2.13E-03,2.17E-03,2.07E-03,1.84E-03,1.63E-03,1.57E-03,1.53E-03,1.55E-03,MtC/yr
