scenario,time,subregion,management,level,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstE,IRR,lo,-0.0153969,-0.00950896,-0.00656497,-9.22E-03,-1.05E-02,-1.11E-02,-1.02E-02,-1.10E-02,-4.67E-03,1.33E-03,5.59E-03,8.15E-03,9.58E-03,1.24E-02,1.63E-02,1.91E-02,2.20E-02,2.46E-02,2.45E-02,1.33E-02,1.79E-03,-4.03E-03,-8.25E-03,-1.14E-02,-1.41E-02,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstE,RFD,hi,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-4.54E-01,-3.66E-01,-2.46E-01,-2.69E-01,-3.81E-01,-5.57E-01,-5.32E-01,-3.17E-01,-1.06E-01,2.83E-02,2.25E-01,3.48E-01,3.35E-01,1.54E-01,1.41E-01,2.63E-01,0.0579308,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstE,RFD,lo,-0.47633,-0.293908,-0.202698,-2.83E-01,-3.22E-01,-3.42E-01,-3.15E-01,-3.37E-01,-1.77E-01,1.91E-03,1.40E-01,2.29E-01,3.03E-01,4.46E-01,6.13E-01,7.10E-01,7.87E-01,8.33E-01,7.63E-01,4.06E-01,6.24E-02,-1.17E-01,-2.62E-01,-3.92E-01,-0.489612,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstNE,IRR,hi,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-1.04E-06,-2.93E-07,1.77E-07,5.39E-07,4.41E-07,4.41E-08,1.20E-07,-9.72E-08,-2.12E-08,-1.75E-08,1.55E-07,6.13E-07,8.95E-07,6.21E-07,6.91E-07,1.04E-06,7.22E-07,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstNE,IRR,lo,-1.49E-06,-9.26E-07,-6.44E-07,-8.68E-07,-9.78E-07,-1.03E-06,-9.69E-07,-1.03E-06,-5.14E-07,1.66E-07,5.86E-07,8.93E-07,9.95E-07,1.12E-06,1.41E-06,1.63E-06,1.92E-06,2.21E-06,2.28E-06,1.28E-06,1.90E-07,-3.58E-07,-7.11E-07,-8.94E-07,-1.05E-06,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstNE,RFD,hi,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-1.01E-03,-9.29E-04,-9.93E-04,-1.34E-03,-7.88E-04,-3.93E-04,-2.11E-04,-4.20E-04,-9.78E-04,-9.35E-04,-7.29E-04,-3.51E-04,-1.26E-04,3.20E-04,8.42E-04,1.06E-03,6.92E-04,7.98E-04,1.29E-03,9.43E-04,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstNE,RFD,lo,-0.00140491,-8.67E-04,-5.97E-04,-8.34E-04,-9.49E-04,-0.00100638,-9.29E-04,-9.93E-04,-5.72E-04,6.16E-05,4.74E-04,7.71E-04,9.20E-04,1.15E-03,1.55E-03,1.83E-03,2.13E-03,2.37E-03,2.30E-03,1.24E-03,1.76E-04,-3.71E-04,-7.70E-04,-1.04E-03,-1.22E-03,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstSE,IRR,hi,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.0633031,-0.0384135,-1.46E-02,-0.00417411,-1.55E-02,-3.99E-02,-3.49E-02,-3.57E-02,-2.25E-02,-1.72E-02,6.91E-04,3.81E-02,6.08E-02,4.00E-02,4.21E-02,6.12E-02,0.032629,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstSE,IRR,lo,-0.0823673,-0.0509142,-0.0351876,-0.0496482,-0.0563492,-0.0596997,-0.0549865,-0.0589366,-0.0348623,-0.00631647,0.0152486,0.0285776,0.0354781,4.92E-02,7.32E-02,9.63E-02,1.21E-01,1.44E-01,1.51E-01,8.29E-02,1.11E-02,-2.44E-02,-4.88E-02,-6.43E-02,-7.66E-02,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstSE,RFD,hi,-1.17908,-0.727478,-0.501677,-0.701362,-0.797575,-0.845681,-0.780282,-0.834808,-1.20716,-1.02504,-0.756269,-8.26E-01,-1.16E+00,-1.72E+00,-1.74E+00,-1.26E+00,-7.24E-01,-3.76E-01,2.09E-01,8.16E-01,1.06E+00,6.47E-01,6.83E-01,1.0879,0.606888,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaCstSE,RFD,lo,-1.17908,-0.727478,-0.501677,-7.01E-01,-7.98E-01,-8.46E-01,-7.80E-01,-8.35E-01,-0.568202,-0.180945,0.135612,0.333838,0.493215,0.816846,1.28623,1.6737,2.01976,2.28652,2.21E+00,1.19E+00,1.75E-01,-3.46E-01,-7.45E-01,-1.06E+00,-1.26418,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaPacNW,IRR,hi,-0.00759638,-0.00468693,-0.0032322,-4.52E-03,-5.14E-03,-5.45E-03,-5.03E-03,-5.38E-03,-1.25E-02,-1.12E-02,-1.02E-02,-3.98E-03,-2.64E-03,-4.44E-03,-2.86E-03,-1.70E-03,9.36E-04,2.90E-03,5.91E-03,7.46E-03,7.24E-03,4.63E-03,5.05E-03,7.91E-03,6.30E-03,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaPacNW,IRR,lo,-0.00759638,-0.00468693,-3.23E-03,-4.52E-03,-5.14E-03,-5.45E-03,-5.03E-03,-5.38E-03,-5.48E-03,-2.30E-03,1.24E-04,3.78E-03,5.79E-03,7.99E-03,1.06E-02,1.20E-02,1.34E-02,1.41E-02,1.28E-02,6.87E-03,1.24E-03,-1.67E-03,-3.83E-03,-5.37E-03,-6.27E-03,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaPacNW,RFD,hi,-0.00914161,-0.00564135,-0.00389122,-5.45E-03,-6.19E-03,-6.56E-03,-6.06E-03,-6.48E-03,-1.09E-02,-7.19E-03,-4.84E-03,-8.99E-04,-7.07E-04,-3.02E-03,-1.67E-03,-1.00E-03,1.20E-03,2.61E-03,5.03E-03,7.09E-03,7.58E-03,5.09E-03,5.54E-03,8.28E-03,6.43E-03,MtC/yr
2p6_ssp1,date=2022-10-4T03:04:52-04:00,UsaPacNW,RFD,lo,-0.00914161,-0.00564135,-0.00389122,-5.45E-03,-6.19E-03,-6.56E-03,-6.06E-03,-6.48E-03,-5.79E-03,-1.87E-03,7.54E-04,4.51E-03,6.45E-03,8.53E-03,1.14E-02,1.31E-02,1.49E-02,1.62E-02,1.55E-02,8.42E-03,1.49E-03,-2.01E-03,-4.41E-03,-5.84E-03,-6.74E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,IRR,hi,-0.171337,-0.105872,-0.0731403,-1.03E-01,-1.17E-01,-1.24E-01,-1.14E-01,-1.22E-01,-1.48E-01,-8.32E-02,-7.61E-03,3.04E-02,2.69E-02,1.70E-02,6.22E-02,8.58E-02,1.14E-01,1.19E-01,1.33E-01,1.08E-01,6.58E-02,2.62E-03,1.43E-02,4.51E-03,-0.0147773,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,IRR,lo,-0.171337,-0.105872,-0.0731403,-1.03E-01,-1.17E-01,-1.24E-01,-1.14E-01,-1.22E-01,-7.98E-02,-7.51E-03,5.54E-02,9.95E-02,1.35E-01,1.95E-01,2.59E-01,2.95E-01,3.02E-01,2.85E-01,2.34E-01,7.80E-02,1.20E-02,-2.14E-02,-4.95E-02,-6.77E-02,-0.0838876,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,RFD,hi,-0.58862,-0.363305,-0.250647,-3.51E-01,-3.99E-01,-4.23E-01,-3.90E-01,-4.18E-01,-6.83E-01,-5.58E-01,-3.28E-01,-2.78E-01,-3.41E-01,-4.20E-01,-2.18E-01,1.43E-01,4.29E-01,5.74E-01,7.11E-01,4.88E-01,2.70E-01,-2.16E-02,1.87E-02,-2.37E-02,-0.106459,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,ArkWhtRedR,RFD,lo,-0.58862,-0.363305,-0.250647,-3.51E-01,-3.99E-01,-4.23E-01,-3.90E-01,-4.18E-01,-3.13E-01,-7.37E-02,1.49E-01,3.12E-01,4.72E-01,7.48E-01,1.02E+00,1.14E+00,1.13E+00,1.01E+00,7.67E-01,2.71E-01,5.03E-02,-5.81E-02,-1.62E-01,-2.32E-01,-0.294667,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,California,IRR,hi,-0.0623141,-0.038496,-0.026587,-3.74E-02,-4.25E-02,-4.50E-02,-4.15E-02,-4.44E-02,-1.10E-01,-1.13E-01,-1.04E-01,-4.33E-02,-3.76E-02,-6.14E-02,-5.32E-02,-4.85E-02,-2.62E-02,-5.07E-03,3.28E-02,8.94E-02,2.35E-01,1.06E-01,7.27E-02,4.50E-02,0.0240465,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,California,IRR,lo,-0.0623141,-0.038496,-0.026587,-3.74E-02,-4.25E-02,-4.50E-02,-4.15E-02,-4.44E-02,-5.20E-02,-3.23E-02,-1.23E-02,2.47E-02,4.34E-02,6.60E-02,9.48E-02,1.15E-01,1.29E-01,1.29E-01,1.08E-01,2.90E-02,-2.26E-02,-2.59E-02,-3.23E-02,-3.66E-02,-0.0407263,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,California,RFD,hi,-0.00447253,-0.00275816,-0.00190098,-2.65E-03,-3.02E-03,-3.20E-03,-2.95E-03,-3.16E-03,-5.12E-03,-3.81E-03,-2.36E-03,3.03E-04,3.89E-04,-8.50E-04,-4.40E-04,-1.20E-03,-8.43E-04,-5.84E-04,6.55E-04,2.93E-03,3.89E-03,1.20E-03,1.72E-03,1.45E-03,9.85E-04,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,California,RFD,lo,-0.00447253,-0.00275816,-0.00190098,-2.65E-03,-3.02E-03,-3.20E-03,-2.95E-03,-0.00315799,-0.00314787,-0.00169149,-4.04E-04,1.87E-03,0.00284082,0.00385251,5.44E-03,6.66E-03,7.79E-03,8.41E-03,7.78E-03,2.43E-03,5.05E-04,-7.93E-04,-1.75E-03,-2.35E-03,-2.82E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatBasin,IRR,hi,-0.00354286,-0.00321307,-0.00304818,-3.96E-03,-4.41E-03,-4.64E-03,-3.43E-03,-3.11E-03,-7.95E-03,-8.84E-03,-9.05E-03,-5.68E-03,-6.02E-03,-9.38E-03,-1.04E-02,-1.13E-02,-1.02E-02,-8.31E-03,-3.55E-03,3.14E-03,3.79E-03,1.15E-03,3.72E-03,4.47E-03,0.00476409,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatBasin,IRR,lo,-0.00354286,-0.00321307,-0.00304818,-3.96E-03,-4.41E-03,-4.64E-03,-3.43E-03,-3.11E-03,-4.19E-03,-3.43E-03,-2.48E-03,-3.41E-04,6.90E-04,1.90E-03,4.12E-03,6.29E-03,8.45E-03,9.75E-03,8.91E-03,2.63E-03,-7.10E-05,-1.34E-03,-2.64E-03,-3.40E-03,-3.91E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatBasin,RFD,hi,-0.0026036,-0.00236082,-0.00223944,-2.91E-03,-3.24E-03,-3.41E-03,-2.52E-03,-2.28E-03,-5.73E-03,-6.30E-03,-6.40E-03,-4.00E-03,-4.25E-03,-6.66E-03,-7.37E-03,-8.13E-03,-7.36E-03,-6.05E-03,-2.67E-03,2.26E-03,2.76E-03,8.61E-04,2.72E-03,3.26E-03,3.47E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatBasin,RFD,lo,-0.0026036,-0.00236082,-0.00223944,-2.91E-03,-3.24E-03,-3.41E-03,-2.52E-03,-2.28E-03,-3.06E-03,-2.50E-03,-1.81E-03,-2.58E-04,4.84E-04,1.34E-03,2.95E-03,4.53E-03,6.13E-03,7.14E-03,6.58E-03,1.94E-03,-5.70E-05,-9.94E-04,-1.94E-03,-2.50E-03,-2.86E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatLakes,IRR,hi,-0.0344035,-0.0212755,-0.0147114,-2.08E-02,-2.36E-02,-2.50E-02,-2.10E-02,-8.54E-03,-1.51E-02,-6.73E-03,2.31E-03,5.36E-03,5.20E-04,-6.94E-03,-5.32E-03,-6.95E-03,-4.94E-03,-3.83E-03,3.05E-03,1.46E-02,1.15E-02,-3.54E-04,3.16E-03,5.68E-04,-4.05E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatLakes,IRR,lo,-0.0344035,-0.0212755,-0.0147114,-2.08E-02,-0.0235992,-0.0249976,-0.0210434,-0.00854198,-0.00244943,0.00717216,0.0139222,0.0186175,0.0216838,0.0294722,3.90E-02,4.61E-02,5.11E-02,5.33E-02,4.78E-02,1.38E-02,1.17E-04,-6.59E-03,-1.33E-02,-1.78E-02,-2.17E-02,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatLakes,RFD,hi,-1.52746,-0.943324,-0.651256,-9.15E-01,-1.04E+00,-1.10E+00,-9.29E-01,-3.81E-01,-1.11E+00,-9.60E-01,-6.40E-01,-7.13E-01,-1.10E+00,-1.63E+00,-1.60E+00,-1.07E+00,-5.40E-01,-1.15E-01,5.49E-01,8.49E-01,5.77E-01,-1.32E-01,3.41E-02,-1.11E-01,-0.365472,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,GreatLakes,RFD,lo,-1.52746,-0.943324,-0.651256,-0.914809,-1.03926,-1.10148,-0.929241,-0.381464,-0.207035,0.202038,0.518537,0.758403,0.991028,1.5172,2.10E+00,2.43E+00,2.58E+00,2.51E+00,2.04E+00,6.48E-01,4.73E-02,-2.38E-01,-5.60E-01,-0.783939,-0.982377,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissouriR,IRR,hi,-0.598961,-0.370433,-0.256168,-0.362367,-0.411055,-0.435398,-0.40083,-0.429842,-0.524657,-0.353525,-0.172665,-0.112553,-0.233473,-0.447012,-0.446001,-0.496854,-0.446036,-3.99E-01,-0.180508,0.28143,2.65E-01,0.0111715,0.12917,0.0886393,-0.00294216,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissouriR,IRR,lo,-0.598961,-0.370433,-0.256168,-3.62E-01,-0.411055,-0.435398,-0.40083,-0.429842,-0.280843,-0.0759159,0.0713471,0.173724,0.238102,0.395073,0.63004,0.84335,1.03E+00,1.16E+00,1.09E+00,2.97E-01,-1.99E-02,-1.71E-01,-3.27E-01,-4.27E-01,-0.509547,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissouriR,RFD,hi,-4.58639,-2.83227,-1.96E+00,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-5.31E+00,-4.72E+00,-3.68E+00,-3.90E+00,-5.47E+00,-8.01E+00,-8.41E+00,-7.05E+00,-5.28E+00,-3.59E+00,-4.69E-01,2.64E+00,2.18E+00,-3.30E-01,6.88E-01,3.35E-01,-0.485065,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissouriR,RFD,lo,-4.58639,-2.83227,-1.95521,-2.75E+00,-3.12E+00,-3.31E+00,-3.05E+00,-3.26E+00,-2.44E+00,-9.36E-01,2.25E-01,1.09E+00,1.87E+00,3.66E+00,6.03E+00,7.84E+00,9.10E+00,9.52E+00,8.19E+00,2.45E+00,1.56E-02,-1.11E+00,-2.42E+00,-3.29E+00,-4.02834,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRN,IRR,hi,-0.0739927,-0.0458722,-0.031812,-3.21E-02,-3.20E-02,-3.19E-02,3.83E-03,1.00E-02,-1.88E-02,-1.09E-02,-1.23E-03,2.65E-04,-1.00E-02,-2.31E-02,-2.10E-02,-2.78E-02,-2.81E-02,-2.69E-02,-1.21E-02,2.15E-02,1.87E-02,-9.71E-04,5.66E-03,-4.62E-04,-0.0104464,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRN,IRR,lo,-0.0739927,-0.0458722,-0.031812,-3.21E-02,-3.20E-02,-3.19E-02,3.83E-03,1.00E-02,4.68E-03,1.48E-02,2.08E-02,2.63E-02,3.21E-02,4.94E-02,6.87E-02,8.29E-02,9.42E-02,1.02E-01,9.41E-02,2.44E-02,-2.44E-03,-1.48E-02,-2.92E-02,-3.89E-02,-0.0472893,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRN,RFD,hi,-6.72465,-4.15996,-2.87762,-2.88627,-2.87201,-2.86488,0.300536,0.889116,-3.32248,-3.48434,-2.974,-3.73685,-5.44123,-7.47811,-7.58145,-5.95359,-4.39622,-2.77E+00,1.23E-01,2.45E+00,1.79E+00,-0.597083,0.00886871,-0.688067,-1.80853,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRN,RFD,lo,-6.72465,-4.15996,-2.87762,-2.88627,-2.87201,-2.86488,0.300536,8.89E-01,0.0628727,0.902386,1.50618,2.11429,3.00801,5.28726,7.69268,9.10151,9.858,9.89305,8.237,2.43373,0.00299248,-1.09E+00,-2.49618,-3.47193,-4.34245,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRS,IRR,hi,-0.655159,-0.404804,-0.279627,-3.94E-01,-4.47E-01,-4.74E-01,-4.36E-01,-3.39E-01,-3.44E-01,-1.38E-01,5.43E-02,1.21E-01,4.85E-02,-8.94E-02,-8.14E-02,-1.17E-01,-8.74E-02,-7.98E-02,4.00E-02,2.80E-01,2.56E-01,4.44E-02,1.19E-01,8.95E-02,0.0240701,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRS,IRR,lo,-0.655159,-0.404804,-0.279627,-3.94E-01,-4.47E-01,-4.74E-01,-4.36E-01,-3.39E-01,-1.00E-01,1.29E-01,2.75E-01,3.73E-01,4.49E-01,6.01E-01,7.67E-01,8.99E-01,9.91E-01,1.03E+00,9.23E-01,2.70E-01,9.94E-03,-1.16E-01,-2.40E-01,-3.16E-01,-0.375781,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRS,RFD,hi,-1.56806,-0.967843,-0.667735,-9.35E-01,-1.06E+00,-1.13E+00,-1.04E+00,-8.08E-01,-1.30E+00,-1.05E+00,-6.70E-01,-7.27E-01,-1.07E+00,-1.60E+00,-1.62E+00,-1.07E+00,-5.32E-01,-1.25E-01,5.31E-01,8.80E-01,7.06E-01,1.81E-02,2.15E-01,1.29E-01,-0.0591004,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,MissppRS,RFD,lo,-1.56806,-0.967843,-0.667735,-9.35E-01,-1.06E+00,-1.13E+00,-1.04E+00,-8.08E-01,-3.46E-01,1.83E-01,5.52E-01,8.20E-01,1.11E+00,1.66E+00,2.23E+00,2.57E+00,2.70E+00,2.62E+00,2.13E+00,6.82E-01,6.26E-02,-2.27E-01,-5.50E-01,-7.61E-01,-0.932538,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,NelsonR,IRR,hi,-0.0091924,-0.00568438,-0.00393037,-5.56E-03,-6.30E-03,-6.68E-03,-6.15E-03,-4.53E-03,-4.98E-03,-1.27E-03,2.01E-03,4.52E-03,4.75E-03,4.52E-03,5.79E-03,5.52E-03,5.69E-03,5.30E-03,5.54E-03,4.46E-03,2.75E-03,1.96E-04,6.86E-04,3.26E-04,-3.79E-04,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,NelsonR,IRR,lo,-0.0091924,-0.00568438,-0.00393037,-5.56E-03,-6.30E-03,-6.68E-03,-6.15E-03,-4.53E-03,-1.11E-03,2.77E-03,5.38E-03,7.81E-03,9.47E-03,1.19E-02,1.37E-02,1.39E-02,1.34E-02,1.22E-02,9.79E-03,3.23E-03,4.83E-04,-8.91E-04,-2.11E-03,-2.89E-03,-3.57E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,NelsonR,RFD,hi,-1.33557,-0.824566,-0.569066,-7.98E-01,-9.07E-01,-9.61E-01,-8.87E-01,-6.55E-01,-9.60E-01,-5.40E-01,-8.83E-02,2.43E-01,2.68E-01,2.27E-01,4.76E-01,6.87E-01,8.73E-01,9.25E-01,1.04E+00,7.60E-01,4.46E-01,6.43E-03,7.79E-02,2.09E-02,-0.0927476,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,NelsonR,RFD,lo,-1.33557,-0.824566,-0.569066,-7.98E-01,-9.07E-01,-9.61E-01,-8.87E-01,-6.55E-01,-2.18E-01,3.32E-01,7.22E-01,1.09E+00,1.38E+00,1.80E+00,2.11E+00,2.15E+00,2.04E+00,1.80E+00,1.39E+00,4.80E-01,8.13E-02,-1.14E-01,-3.00E-01,-4.23E-01,-0.530959,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,OhioR,IRR,hi,-0.0213649,-0.0132189,-9.15E-03,-1.30E-02,-1.47E-02,-1.56E-02,-1.43E-02,-7.20E-03,-1.06E-02,-4.99E-03,5.24E-04,2.18E-03,-6.38E-04,-4.79E-03,-3.60E-03,-4.67E-03,-3.64E-03,-2.90E-03,1.46E-03,8.84E-03,6.97E-03,9.27E-05,2.31E-03,7.63E-04,-0.00203632,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,OhioR,IRR,lo,-0.0213649,-0.0132189,-0.00914597,-1.30E-02,-1.47E-02,-1.56E-02,-1.43E-02,-7.20E-03,-2.54E-03,3.87E-03,7.97E-03,1.08E-02,1.31E-02,1.87E-02,2.50E-02,2.95E-02,3.27E-02,3.42E-02,3.07E-02,8.70E-03,-8.02E-05,-4.22E-03,-8.58E-03,-1.14E-02,-1.38E-02,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,OhioR,RFD,hi,-3.24149,-2.00254,-1.38306,-1.94597,-2.21E+00,-2.34E+00,-2.16E+00,-1.09E+00,-2.55E+00,-2.19E+00,-1.54E+00,-1.77E+00,-2.58E+00,-3.66E+00,-3.55E+00,-2.39E+00,-1.28E+00,-3.37E-01,1.11E+00,1.75E+00,1.18E+00,-2.27E-01,1.27E-01,-1.65E-01,-0.686748,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,OhioR,RFD,lo,-3.24149,-2.00254,-1.38306,-1.94597,-2.21E+00,-2.34E+00,-2.16E+00,-1.09E+00,-5.99E-01,3.33E-01,9.92E-01,1.48E+00,2.04E+00,3.29E+00,4.59131,5.32959,5.63939,5.48907,4.47063,1.40348,0.0870191,-0.520085,-1.23096,-1.71684,-2.14041,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,RioGrande,IRR,hi,-0.00219771,-0.00135517,-9.34E-04,-1.30E-03,-1.48E-03,-1.57E-03,-1.45E-03,-1.55E-03,-2.13E-03,-1.62E-03,-8.96E-04,-4.61E-04,-9.78E-04,-2.21E-03,-2.34E-03,-2.99E-03,-2.70E-03,-2.27E-03,-9.62E-04,1.35E-03,1.48E-03,3.88E-04,1.13E-03,1.18E-03,1.03E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,RioGrande,IRR,lo,-0.00219771,-0.00135517,-9.34E-04,-0.00130177,-1.48E-03,-1.57E-03,-1.45E-03,-1.55E-03,-1.29E-03,-6.63E-04,-5.77E-05,4.16E-04,5.31E-04,7.63E-04,1.64E-03,2.53E-03,3.66E-03,4.57E-03,4.61E-03,1.33E-03,-7.05E-06,-6.70E-04,-1.20E-03,-1.50E-03,-1.70E-03,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,hi,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-3.75E-04,-3.22E-04,-2.22E-04,-1.82E-04,-2.92E-04,-5.31E-04,-5.81E-04,-6.28E-04,-5.28E-04,-4.05E-04,-1.28E-04,2.35E-04,2.46E-04,5.03E-05,1.83E-04,1.95E-04,1.67E-04,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,RioGrande,RFD,lo,-3.36E-04,-2.08E-04,-1.43E-04,-2.01E-04,-2.28E-04,-2.42E-04,-2.23E-04,-2.39E-04,-2.09E-04,-1.15E-04,-2.16E-05,5.13E-05,7.62E-05,1.32E-04,2.93E-04,4.51E-04,6.28E-04,7.53E-04,7.21E-04,2.09E-04,-7.50E-08,-1.01E-04,-1.92E-04,-2.44E-04,-2.79E-04,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,TennR,IRR,hi,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-4.26E-04,-3.13E-04,-1.57E-04,-1.35E-04,-2.51E-04,-4.62E-04,-4.67E-04,-4.50E-04,-3.45E-04,-2.65E-04,-5.82E-05,2.78E-04,2.58E-04,3.84E-05,1.47E-04,1.28E-04,6.96E-05,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,TennR,IRR,lo,-4.50E-04,-2.78E-04,-1.92E-04,-2.70E-04,-3.07E-04,-3.25E-04,-2.99E-04,-3.21E-04,-2.44E-04,-1.02E-04,2.84E-05,9.03E-05,1.24E-04,2.22E-04,4.21E-04,6.38E-04,8.23E-04,9.37E-04,8.83E-04,2.55E-04,1.51E-06,-1.22E-04,-2.36E-04,-3.05E-04,-3.59E-04,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,TennR,RFD,hi,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-1.66E-01,-1.58E-01,-1.23E-01,-1.43E-01,-2.05E-01,-3.06E-01,-3.27E-01,-2.53E-01,-1.64E-01,-8.86E-02,2.57E-02,1.07E-01,8.78E-02,8.10E-04,3.88E-02,3.31E-02,0.0131447,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,TennR,RFD,lo,-0.131852,-0.0813755,-0.0561375,-7.86E-02,-8.94E-02,-9.47E-02,-8.74E-02,-9.35E-02,-8.04E-02,-4.11E-02,-1.74E-03,1.91E-02,3.89E-02,8.85E-02,1.68E-01,2.37E-01,2.83E-01,2.95E-01,2.50E-01,7.84E-02,4.89E-03,-2.98E-02,-6.70E-02,-9.10E-02,-1.10E-01,MtC/yr
2p6_ssp2,date=2022-10-4T03:04:52-04:00,TexasCst,IRR,hi,-0.0462732,-0.0286559,-0.0198473,-2.83E-02,-3.20E-02,-3.39E-02,-3.12E-02,-3.35E-02,-3.86E-02,-1.64E-02,7.74E-03,2.42E-02,2.60E-02,2.80E-02,4.10E-02,4.08E-02,4.22E-02,3.88E-02,3.72E-02,2.61E-02,1.53E-02,1.19E-03,3.04E-03,7.08E-04,-0.0033916,MtC/yr
