,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,2155413003.6694646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,325425856.3541236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1570680472.1406178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4932989752.93403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16419369379.309418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,929772006.6666489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
