,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1632553322.4929469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,261572771.1105742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,529391502.0311483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,970582026.312871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4235352560.75709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,12229875170.37921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3430638906.2529426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
