,Import_0,Import_1
0,25210605703.843765,0.0
1,0.0,0.0
2,10319861135.216816,0.0
3,0.0,0.0
4,12685894309.112778,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
