,RailToExport_0,RailToExport_1,RailToExport_2,RailToExport_3,RailToExport_4,RailToExport_5,RailToExport_6,RailToExport_7
0,0.0,0.0,0.0,0.0,0.0,1419268709.6038194,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,5869428539.884362,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,4168842072.5941887,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,3600950402.235455,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,12178812334.797853,0.0
5,0.0,0.0,0.0,0.0,0.0,4807335006.326828,0.0,0.0
