,Import_0,Import_1
0,38579213638.53965,0.0
1,6605997611.592124,0.0
2,8414495354.607414,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
