,Import_0,Import_1
0,6381235335.149213,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,27057330983.77269,0.0
6,15384638021.428452,0.0
7,0.0,0.0
