,RailToExport_0,RailToExport_1,RailToExport_2,RailToExport_3,RailToExport_4,RailToExport_5,RailToExport_6,RailToExport_7
0,0.0,0.0,1696643481.4555295,0.0,0.0,0.0,0.0,0.0
1,3494248842.9744654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,3391772644.2240615,0.0,0.0,0.0,0.0,0.0
3,3255752508.84182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9068871379.959682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,4361147171.676206,0.0,0.0,0.0,0.0,0.0,0.0
