,Import_0,Import_1
0,54977297203.00612,0.0
1,5391190263.707246,0.0
2,6443340190.873121,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
