,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,2413212967.7486877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,986616546.4350717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2435215842.54669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4121897383.954468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1461821929.7195692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5846721211.346969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14143709111.950487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10260687223.977306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4094858754.3296523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
