,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1919678269.2075658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,280219270.91576815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1363561049.5888407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4527748356.773997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,14015988257.1403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,688842488.0329596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
