,Import_0,Import_1,Import_2
0,59893679.764,0.0,0.0
1,59893679.764,0.0,0.0
2,23795386.962980308,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,59893679.764
6,0.0,0.0,59893679.764
7,0.0,0.0,6151452.919019664
