,Import_0,Import_1,Import_2
0,44070254.072988085,0.0,0.0
1,0.0,0.0,0.0
2,59893679.764,0.0,0.0
3,34599131.5956449,0.0,0.0
4,59893679.764,0.0,0.0
5,0.0,0.0,11171133.977366984
6,0.0,0.0,59893679.764
7,0.0,0.0,0.0
