,Demand,Supply,Export,Supply/Demand,Export/Demand,Export/Supply,ObjVal
0.2,8800000.0,1343013.5093735852,1208668.8439266512,0.1526,0.1373,0.9,65569288.60085024
0.5,8800000.0,3357533.7734339507,3021739.37103858,0.3815,0.3434,0.9,198013817.6132199
0.8,8800000.0,5372054.037494341,4834809.898150508,0.6105,0.5494,0.9,371366027.0670296
1.0,8800000.0,6715067.546867901,6059979.282833312,0.7631,0.6886,0.9024,509696935.2736595
1.2,8800000.0,8058081.056241523,7476326.580265544,0.9157,0.8496,0.9278,667249840.2963121
1.5,8800000.0,9777815.253938368,8800000.0,1.1111,1.0,0.9,898971578.8126094
3.0,8800000.0,12112319.321424814,8800000.0,1.3764,1.0,0.7265,917066823.7620893
