,Demand,Supply,Export,Supply/Demand,Export/Demand,Export/Supply,ObjVal
0.2,70400000.0,1343013.5093735852,1208668.8439266512,0.0191,0.0172,0.9,65569288.60085024
0.5,70400000.0,3357533.7734339507,3021739.371038581,0.0477,0.0429,0.9,198013817.61321995
0.8,70400000.0,5372054.037494341,4838522.559128892,0.0763,0.0687,0.9007,371362832.8291472
1.0,70400000.0,6715067.546867901,6079396.617351977,0.0954,0.0864,0.9053,509699886.5942582
1.2,70400000.0,8058081.056241523,7479976.784488091,0.1145,0.1062,0.9283,667240980.7663611
1.5,70400000.0,10072601.320301916,9740513.930816617,0.1431,0.1384,0.967,940906809.1007544
3.0,70400000.0,20145202.640603833,20145183.23820679,0.2862,0.2862,1.0,3012713477.852842
