,Demand,Supply,Export,Supply/Demand,Export/Demand,Export/Supply,ObjVal
0.5,88000000.0,6715067.546867901,6134715.383995573,0.0763,0.0697,0.9136,546676435.4338131
0.8,88000000.0,6715067.546867901,6143828.139727803,0.0763,0.0698,0.9149,522801488.36327547
1.2,88000000.0,6715067.546867901,6079031.788462431,0.0763,0.0691,0.9053,497929642.4282223
1.5,88000000.0,6715067.546867901,6078510.342530292,0.0763,0.0691,0.9052,483628176.0696212
2.0,88000000.0,6715067.546867901,6073652.247493097,0.0763,0.069,0.9045,472175877.499234
3.0,88000000.0,6715067.546867901,6073130.767539411,0.0763,0.069,0.9044,470715892.86109436
