,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1898223921.8759663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,292164403.3444238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1718181926.4521184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4724004680.316091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16340398659.868174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,840819685.4070226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
