,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,3320822364.0251718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4059254116.521529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1209523642.9086578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4363788689.408147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,6580412346.719281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2047356546.5969224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7995423190.911725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,17451705118.862522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17822427651.74022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,6784554128.447188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
