,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,5858116120.146317,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1725482772.169775,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,10552950899.378391,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,7298728630.987304,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1707795142.627527,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,5942192295.212035,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,17417872027.27611,0.0,0.0,0.0
8,5749294365.516142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7515719549.610854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
