,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,2646948801.924259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,256324234.92039275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3789611417.277361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1688706120.889775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1921176225.7501678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5586358499.060181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,18193789440.958412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1886486947.1487138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1104862672.7271764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
