,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,6116755258.040419,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,4599380987.518488,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,13650731221.877548,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,9184858738.637827,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,2867481363.9720902,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,3632535363.541628,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,16200689319.7256,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7515719549.610854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
