,RailToExport_0,RailToExport_1,RailToExport_2,RailToExport_3,RailToExport_4,RailToExport_5,RailToExport_6,RailToExport_7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,258639137.894102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,29256719246.10197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,28886232519.324398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,5366560899.603983,0.0,0.0,0.0,0.0,0.0,0.0
