,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,5858116120.146317,0.0,0.0,0.0,0.0,0.0
1,1641668351.434612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1725482772.169775,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,7997159712.621471,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,5867327519.876794,0.0,0.0,0.0
5,1396987678.8819637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6028911976.473496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16307302493.819702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9429475627.889467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7515719549.610854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
