,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,6606392449.498623,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,7179755015.019226,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,12067269709.115906,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,1352292397.0168006,0.0,0.0,0.0
5,1396987678.8819637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4951474989.197028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,22698260014.584053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7515719549.610854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
