,Import_0,Import_1
0,5963689345.16178,0.0
1,0.0,0.0
2,15415901505.007236,0.0
3,0.0,0.0
4,42388560952.75544,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
