,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,3209842718.866611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,544919360.1182039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,418916451.8491325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,884339209.0511782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1416667566.4027596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2209948763.5256624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7624125155.572309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,17349766478.90278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19597226231.60047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4382499440.29768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
