,Import_0,Import_1,Import_2
0,97560493.14400001,0.0,0.0
1,92906580.36670016,0.0,0.0
2,3014190.05028037,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,97560493.14400001
6,0.0,0.0,97560493.14400001
7,0.0,0.0,50419969.2990195
