,Import_0,Import_1,Import_2
0,40125800.0,0.0,0.0
1,35964954.46369024,0.0,0.0
2,5422376.441523507,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,40125800.0
6,0.0,0.0,40125800.0
7,0.0,0.0,18801369.09478625
