,Import_0,Import_1,Import_2
0,40125800.0,0.0,0.0
1,39386350.75502342,0.0,0.0
2,20802349.24497658,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,40125800.0
6,0.0,0.0,40125800.0
7,0.0,0.0,0.0
