,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,2189944216.0630226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,259679189.89276055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1507247435.6138027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5586063428.934366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,18156382588.453976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,787132578.8711417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
