Scenario,Year,Rates,Demand_China,Demand_ROW,OBJ_Values,Revenue_Total,Cost_Total,Cost_Operation,Cost_Holding,Cost_Facility,Cost_Barges,Cost_Rails,Cost_BExport,Cost_SExport,Cost_Oceans,Total_production,Inventory,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,China_Price,ROW_Price,Revenue_Domestic,Revenue_China,Revenue_Row,Subsidy,Tax,Runtime
SSP2,2100,1_1_1_10,2277938234,4373641409,3568970333363986,3572175200386336,3204867022351,4073005374,57417201666,10321428627,19022505575,109224512393,55993532627,138355643327,2810459192758,8202516705,1148344033,402593028,1611423109,5040156534,1611423109,5040156534,6651579643,2045,326,3565440161153120,4658820450529,1427069731371,649149051318,1,33.374488830566406
SSP2,2100,1_1_1_10,4555876468,3644701174,23137200312280,26966327147529,3829126835248,4073005374,0,33549257,39834145609,143686419594,57805353203,211013377665,3372680984543,8202516705,0,1939062,2149438551,6051139091,2149438551,6051139091,8200577643,1612,537,17172707512139,7345819913546,1959687882000,488111839842,0,16.80133819580078
