Scenario,Year,Rates,Demand_China,Demand_ROW,OBJ_Values,Revenue_Total,Cost_Total,Cost_Operation,Cost_Holding,Cost_Facility,Cost_Barges,Cost_Rails,Cost_BExport,Cost_SExport,Cost_Oceans,Total_production,Inventory,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,China_Price,ROW_Price,Revenue_Domestic,Revenue_China,Revenue_Row,Subsidy,Tax,Runtime
SSP2,2010,1_1_1_10,27400000,52608000,989474187369,1032680003366,43205815996,22863364,6205182360,162211493,95780073,670884638,567146739,1690151657,33791595668,210425657,124103647,6314010,17342844,62665155,17342844,62665155,80008000,2472,1579,871656147453,67754555600,83088463895,10180836417,1,17.910207748413086
SSP2,2010,1_1_1_10,54800000,43840000,1033645645539,1083887061592,50241416052,22863364,5273582360,162211493,105481258,1055816168,590054708,2402990481,40628416218,210425657,105471647,6314010,17885924,80754075,17885924,80754075,98640000,2467,1581,871656147453,135223822400,69351859424,7655232315,0,18.801376342773438
