Scenario,Year,Rates,OBJ_vaules,Cost_Farmers,Cost_Barges,Cost_Rails,Cost_Oceans,Total_production,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,Demand
SSP3,2035,0.5_0.5_0.5_0.5,3268470790399,1536764736846,273641272503,235043845960,1152026533359,94089893018,28226967905,22107652225,30388886729,22107652225,30388886729,52496538954,191102997
SSP3,2035,0.5_0.5_0.5_1,4406739025082,1541370346798,262362869227,287563317117,2244448090208,94089893018,28226967905,21166581541,31329957412,21166581541,31329957412,52496538954,191102997
SSP3,2035,0.5_0.5_0.5_5,13129175520893,1717997638377,79599303127,579771556931,10680812620728,94089893018,28226967905,5883743369,46612795585,5883743369,46612795585,52496538954,191102997
SSP3,2035,0.5_0.5_0.5_10,23721938969997,1821261187726,21001442932,652673229824,21156008707784,94089893018,28226967905,994334203,51502204751,994334203,51502204751,52496538954,191102997
SSP3,2035,0.5_0.5_1_0.5,3477887054598,1523839766117,396992460351,328593883934,1157466542466,94089893018,28226967905,31030714043,21465824910,31030714043,21465824910,52496538954,191102997
SSP3,2035,0.5_0.5_1_1,4634291206411,1522559561243,394379714345,336812285290,2309545243802,94089893018,28226967905,30812706351,21683832603,30812706351,21683832603,52496538954,191102997
SSP3,2035,0.5_0.5_1_5,13612787487921,1577271414735,248087955023,793164025829,10923269690602,94089893018,28226967905,19141927902,33354611051,19141927902,33354611051,52496538954,191102997
SSP3,2035,0.5_0.5_1_10,24343770005824,1750755861831,248305209482,1106064702055,21167649830725,94089893018,28226967905,6510592524,45985946429,6510592524,45985946429,52496538954,191102997
SSP3,2035,0.5_0.5_5_0.5,3592935805907,1676341880249,675610975327,2352502454,1167636046146,94089893018,28226967905,52271394001,225144952,52271394001,225144952,52496538954,191102997
SSP3,2035,0.5_0.5_5_1,4755984200254,1676173507848,683437558376,0,2325378732300,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_0.5_5_5,13937196038374,1705905815458,936899631320,0,11223396189866,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_0.5_5_10,24920947406964,1803656840816,1621901543390,0,21424394621028,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_0.5_10_0.5,3593294834104,1676173507848,683437558376,0,1162689366150,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_0.5_10_1,4755984200254,1676173507848,683437558376,0,2325378732300,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_0.5_10_5,13937196038374,1705905815458,936899631320,0,11223396189866,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_0.5_10_10,24920947406964,1803656840816,1621901543390,0,21424394621028,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_1_0.5_0.5,3425417679063,1738584868145,102184073467,365645267973,1148009067747,94089893018,28226967905,4263122780,48233416173,4263122780,48233416173,52496538954,191102997
SSP3,2035,0.5_1_0.5_1,4557936554807,1742957120651,95695438437,433912733955,2214376860033,94089893018,28226967905,3992416721,48504122232,3992416721,48504122232,52496538954,191102997
SSP3,2035,0.5_1_0.5_5,13144852617618,1836698118853,0,653152954737,10584007142298,94089893018,28226967905,0,52496538954,0,52496538954,52496538954,191102997
SSP3,2035,0.5_1_0.5_10,23724132003253,1834642142113,0,662486751626,21156008707784,94089893018,28226967905,0,52496538954,0,52496538954,52496538954,191102997
SSP3,2035,0.5_1_1_0.5,3750443691461,1592971892278,380087365764,550521975094,1155868056595,94089893018,28226967905,15857256935,36639282018,15857256935,36639282018,52496538954,191102997
SSP3,2035,0.5_1_1_1,4904814598349,1595195129468,371787608158,565192760004,2301644698988,94089893018,28226967905,15510990785,36985548168,15510990785,36985548168,52496538954,191102997
SSP3,2035,0.5_1_1_5,13769734986465,1750462256676,127015231366,1132393199033,10688869897659,94089893018,28226967905,5299079474,47197459479,5299079474,47197459479,52496538954,191102997
SSP3,2035,0.5_1_1_10,24372840337153,1863889073063,0,1270307031634,21167649830725,94089893018,28226967905,0,52496538954,0,52496538954,52496538954,191102997
SSP3,2035,0.5_1_5_0.5,4236209195168,1659885992041,1239527701164,33232572165,1232568528068,94089893018,28226967905,49316033923,3180505030,49316033923,3180505030,52496538954,191102997
SSP3,2035,0.5_1_5_1,5417795904485,1705660586629,1315762183825,0,2325378732300,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_1_5_5,14710670260648,1705668643584,1403182941986,0,11530824273347,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_1_5_10,26068843399875,1763201826666,1857015741733,0,22377631429746,94089893018,28226967905,52496538954,0,52496538954,0,52496538954,191102997
SSP3,2035,0.5_1_10_0.5,4254308633343,1700607563892,1310365616665,4705004909,1167636046146,94089893018,28226967905,52271394001,225144952,52271394001,225144952,52496538954,191102997
