Scenario,Year,Rates,OBJ_vaules,Cost_Farmers,Cost_Barges,Cost_Rails,Cost_Oceans,Total_production,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,Demand
SSP3,2015,0.5_0.5_0.5_0.5,2475289468686,1250039011053,193311751678,170430885796,822203144330,71310364769,21393109430,15581780777,21917454171,15581780777,21917454171,37499234948,81691900
SSP3,2015,0.5_0.5_0.5_1,3287665254153,1253360352744,185158891089,207800600539,1602040733953,71310364769,21393109430,14901505573,22597729375,14901505573,22597729375,37499234948,81691900
SSP3,2015,0.5_0.5_0.5_5,9514218488106,1374296401849,59601389148,409332779518,7631683241762,71310364769,21393109430,4383641920,33115593028,4383641920,33115593028,37499234948,81691900
SSP3,2015,0.5_0.5_0.5_10,17081520626466,1451787704037,16332372190,461861569946,15112234304465,71310364769,21393109430,773272405,36725962543,773272405,36725962543,37499234948,81691900
SSP3,2015,0.5_0.5_1_0.5,2627488123633,1240459669476,280284394921,241410885359,826028498048,71310364769,21393109430,21849281873,15649953074,21849281873,15649953074,37499234948,81691900
SSP3,2015,0.5_0.5_1_1,3452796781224,1239353674176,277889580911,247790984284,1648457866024,71310364769,21393109430,21649458441,15849776507,21649458441,15849776507,37499234948,81691900
SSP3,2015,0.5_0.5_1_5,9860193338795,1279385740478,174868775705,571251127294,7795383019489,71310364769,21393109430,13402330316,24096904632,13402330316,24096904632,37499234948,81691900
SSP3,2015,0.5_0.5_1_10,17521220493563,1403247192239,166363404540,792113503228,15120191717727,71310364769,21393109430,4456974689,33042260258,4456974689,33042260258,37499234948,81691900
SSP3,2015,0.5_0.5_5_0.5,2713470914237,1355873413927,484105705049,1178608686,833008510746,71310364769,21393109430,37386436852,112798095,37386436852,112798095,37499234948,81691900
SSP3,2015,0.5_0.5_5_1,3544181001767,1355789058999,488026839648,0,1661060427291,71310364769,21393109430,37499234948,0,37499234948,0,37499234948,81691900
SSP3,2015,0.5_0.5_5_5,10097817070560,1374237834673,675567193894,0,8008707366165,71310364769,21393109430,37499234948,0,37499234948,0,37499234948,81691900
SSP3,2015,0.5_0.5_5_10,17938792626100,1444383524454,1149884310103,0,15305220115714,71310364769,21393109430,37499234948,0,37499234948,0,37499234948,81691900
