Scenario,Year,Rates,OBJ_vaules,Cost_Farmers,Cost_Barges,Cost_Rails,Cost_Oceans,Total_production,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,Demand
SSP5,2085,0.5_0.5_0.5_0.5,4667955939971,2160737496194,394497979221,329243184415,1633281662163,133023853989,39907156196,31741781162,42665199175,31741781162,42665199175,74406980338,2191454478
SSP5,2085,0.5_0.5_0.5_1,6281880708593,2167896376141,377142132345,403038543859,3183608038272,133023853989,39907156196,30293608200,44113372138,30293608200,44113372138,74406980338,2191454478
SSP5,2085,0.5_0.5_0.5_5,18649376161917,2418857625859,115436815531,818514088433,15146372014117,133023853989,39907156196,8626871862,65780108476,8626871862,65780108476,74406980338,2191454478
SSP5,2085,0.5_0.5_0.5_10,33663271586329,2573247009708,27848989351,925585972605,29986393996688,133023853989,39907156196,1318538098,73088442239,1318538098,73088442239,74406980338,2191454478
SSP5,2085,0.5_0.5_1_0.5,4960115346323,2141101885826,569987453901,457576798169,1641253590449,133023853989,39907156196,44361944244,30045036094,44361944244,30045036094,74406980338,2191454478
SSP5,2085,0.5_0.5_1_1,6599848116677,2139002163750,565523110251,470665439362,3274461785337,133023853989,39907156196,43989439127,30417541211,43989439127,30417541211,74406980338,2191454478
SSP5,2085,0.5_0.5_1_5,19334531160411,2222164562255,352141851677,1125086528533,15484942599968,133023853989,39907156196,27197078906,47209901431,27197078906,47209901431,74406980338,2191454478
SSP5,2085,0.5_0.5_1_10,34546248672341,2470490950076,352490546355,1570275306117,30002796251815,133023853989,39907156196,9204415588,65202564750,9204415588,65202564750,74406980338,2191454478
SSP5,2085,0.5_0.5_5_0.5,5121838818999,2352328175622,961402427437,3207637521,1654704960442,133023853989,39907156196,74099995154,306985183,74099995154,306985183,74406980338,2191454478
SSP5,2085,0.5_0.5_5_1,6770288515387,2352098599822,972073974836,0,3295920322752,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_0.5_5_5,19791505873833,2393632204581,1328061639462,0,15919616411813,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_0.5_5_10,35364933143321,2538765239445,2307451318994,0,30368520966905,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_0.5_10_0.5,5122328354010,2352098599822,972073974836,0,1647960161376,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_0.5_10_1,6770288515387,2352098599822,972073974836,0,3295920322752,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_0.5_10_5,19791505873833,2393632204581,1328061639462,0,15919616411813,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_0.5_10_10,35364933143321,2538765239445,2307451318994,0,30368520966905,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_1_0.5_0.5,4893332040405,2448908971556,151228979924,515296806630,1627701664318,133023853989,39907156196,6309277831,68097702507,6309277831,68097702507,74406980338,2191454478
SSP5,2085,0.5_1_0.5_1,6499077223286,2453712317015,144048255167,611124209319,3139996823807,133023853989,39907156196,6009697767,68397282571,6009697767,68397282571,74406980338,2191454478
SSP5,2085,0.5_1_0.5_5,18671201674724,2593409722444,0,925922119556,15001674214748,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_1_0.5_10,33666181616115,2590992796134,0,938599205317,29986393996688,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_1_1_0.5,5350592010511,2243981401604,541305961429,776056041824,1639052987677,133023853989,39907156196,22583301852,51823678486,22583301852,51823678486,74406980338,2191454478
SSP5,2085,0.5_1_1_1,6987625580781,2246665809444,531214202258,796226396656,3263323554447,133023853989,39907156196,22162273339,52244706998,22162273339,52244706998,74406980338,2191454478
SSP5,2085,0.5_1_1_5,19557991101613,2465120490885,185463243553,1602434750445,15154776998753,133023853989,39907156196,7737532394,66669447944,7737532394,66669447944,74406980338,2191454478
SSP5,2085,0.5_1_1_10,34586383612054,2629599990567,0,1803791751695,30002796251815,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_1_5_0.5,6036987318717,2339770069747,1769570367513,41734555564,1735716707916,133023853989,39907156196,70412797665,3994182673,70412797665,3994182673,74406980338,2191454478
SSP5,2085,0.5_1_5_1,7708986620966,2397562545671,1865308134567,0,3295920322752,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_1_5_5,20881603942804,2397575475766,1977273952586,0,16356558896475,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_1_5_10,36995585861019,2476963289804,2621697526242,0,31746729426996,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_1_10_0.5,6059938515990,2390672748258,1857949914271,6415275042,1654704960442,133023853989,39907156196,74099995154,306985183,74099995154,306985183,74406980338,2191454478
SSP5,2085,0.5_1_10_1,7708986620966,2397562545671,1865308134567,0,3295920322752,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_1_10_5,20881603942804,2397575475766,1977273952586,0,16356558896475,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_1_10_10,36995585861019,2476963289804,2621697526242,0,31746729426996,133023853989,39907156196,74406980338,0,74406980338,0,74406980338,2191454478
SSP5,2085,0.5_5_0.5_0.5,4923501577293,2586176704107,0,559427590892,1627701664318,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_0.5_1,6528430207743,2585884918856,0,664290229596,3128059441315,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_0.5_5,18671201674724,2593409722444,0,925922119556,15001674214748,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_0.5_10,33666181616115,2590992796134,0,938599205317,29986393996688,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_1_0.5,5476883887955,2587751287437,0,1103869051678,1635067930863,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_1_1,7110349665831,2587485832708,0,1117264886511,3255403328636,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_1_5,19584869702449,2624037838655,0,1809054755943,15001581489875,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_1_10,34586383612054,2629599990567,0,1803791751695,30002796251815,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_5_0.5,7804193008196,3146375569566,0,1440879399864,3066742420789,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_5_1,10623977429509,2668763454024,0,2920721120547,4884297236962,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_5_5,24581893607818,2607599656678,0,5523819439455,16300278893709,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_5_10,40584825484689,2713705950069,0,6498903630567,31222020286077,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_10_0.5,8852692462252,3807141892265,0,1612592337331,3282762614680,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_10_1,12099262785405,3438752872455,0,2203439103107,6306875191867,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_5_10_5,28060327740264,2364465423376,7957501948152,1108563136997,16479601613763,133023853989,39907156196,66397446652,8009533686,66397446652,8009533686,74406980338,2191454478
SSP5,2085,0.5_5_10_10,44539929354027,2364465423376,7957501948152,1108563136997,32959203227526,133023853989,39907156196,66397446652,8009533686,66397446652,8009533686,74406980338,2191454478
SSP5,2085,0.5_10_0.5_0.5,4923501577293,2586176704107,0,559427590892,1627701664318,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_10_0.5_1,6528430207743,2585884918856,0,664290229596,3128059441315,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_10_0.5_5,18671201674724,2593409722444,0,925922119556,15001674214748,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_10_0.5_10,33666181616115,2590992796134,0,938599205317,29986393996688,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_10_1_0.5,5476883887955,2587751287437,0,1103869051678,1635067930863,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_10_1_1,7110349665831,2587485832708,0,1117264886511,3255403328636,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
SSP5,2085,0.5_10_1_5,19584869702449,2624037838655,0,1809054755943,15001581489875,133023853989,39907156196,0,74406980338,0,74406980338,74406980338,2191454478
