,Import_0,Import_1,Import_2
0,62186403.74968848,0.0,0.0
1,0.0,0.0,0.0
2,76441199.192,0.0,0.0
3,42137185.06647858,0.0,0.0
4,76441199.192,0.0,0.0
5,0.0,0.0,10338209.971832901
6,0.0,0.0,76441199.192
7,0.0,0.0,0.0
