,Import_0,Import_1,Import_2
0,876581791.2280002,0.0,0.0
1,0.0,0.0,0.0
2,876581791.2280002,0.0,0.0
3,438290895.61399984,0.0,0.0
4,876581791.2280002,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,876581791.2280002
7,0.0,0.0,0.0
