,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1070626710.8023511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,135848720.47107643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,667056016.4053822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2344407981.5923333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7833112818.836659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,368076566.78917074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
