,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1304657354.0547776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,163649347.78392604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,781810202.6096302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,3043793934.5403514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10367483007.785816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,476191694.2395224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
