scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,IRR,hi,0.612582
SSP2,Great_Lakes_Basin,IRR,hi,0.135598
SSP2,Missouri_River_Basin,IRR,hi,2.76531
SSP2,Upper_Mississippi_Basin,IRR,hi,0.405263
SSP2,Saskatchewan_Nelson,IRR,hi,0.0376847
SSP2,Ohio_River_Basin,IRR,hi,0.0973753
