scenario,subregion,management,level,2040
SSP2,Arkansas_White_Red_Basin,IRR,hi,1.311
SSP2,Great_Lakes_Basin,IRR,hi,0.23
SSP2,Missouri_River_Basin,IRR,hi,4.73675
SSP2,Upper_Mississippi_Basin,IRR,hi,0.432
SSP2,Saskatchewan_Nelson,IRR,hi,0.0620447
SSP2,Ohio_River_Basin,IRR,hi,0.148
