scenario,subregion,management,level,2020,ssps_max,ssps_min
SSP3,Arkansas_White_Red_Basin,RFD,hi,4.91065,42.5504,0.0650441
SSP3,Great_Lakes_Basin,RFD,hi,11.5438,42.5504,0.0650441
SSP3,Missouri_River_Basin,RFD,hi,38.1542,42.5504,0.0650441
SSP3,Upper_Mississippi_Basin,RFD,hi,42.5,42.5504,0.0650441
SSP3,Saskatchewan_Nelson,RFD,hi,10.3773,42.5504,0.0650441
SSP3,Ohio_River_Basin,RFD,hi,24.9784,42.5504,0.0650441
