scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,hi,5.21897
SSP2,Great_Lakes_Basin,RFD,hi,12.0525
SSP2,Missouri_River_Basin,RFD,hi,41.1069
SSP2,Upper_Mississippi_Basin,RFD,hi,45.2
SSP2,Saskatchewan_Nelson,RFD,hi,10.4355
SSP2,Ohio_River_Basin,RFD,hi,26.2329
