scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,lo,0.0576
SSP2,Great_Lakes_Basin,RFD,lo,0.392223
SSP2,Missouri_River_Basin,RFD,lo,0.00932
SSP2,Upper_Mississippi_Basin,RFD,lo,1.1156
SSP2,Saskatchewan_Nelson,RFD,lo,0.471
SSP2,Ohio_River_Basin,RFD,lo,0.704798
