scenario,subregion,management,level,2050
SSP1,Arkansas_White_Red_Basin,IRR,hi,0.689576
SSP1,Great_Lakes_Basin,IRR,hi,0.148558
SSP1,Missouri_River_Basin,IRR,hi,3.14603
SSP1,Upper_Mississippi_Basin,IRR,hi,0.445691
SSP1,Saskatchewan_Nelson,IRR,hi,0.0394491
SSP1,Ohio_River_Basin,IRR,hi,0.107078
