scenario,subregion,2050,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,13.19637,94.46981,12.47157
SSP1,Great_Lakes_Basin,24.170576,94.46981,12.47157
SSP1,Missouri_River_Basin,92.25893,94.46981,12.47157
SSP1,Upper_Mississippi_Basin,90.207122,94.46981,12.47157
SSP1,Saskatchewan_Nelson,18.8415179,94.46981,12.47157
SSP1,Ohio_River_Basin,52.143206,94.46981,12.47157
