scenario,subregion,2035,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,12.19193,87.96148,11.75014
SSP1,Great_Lakes_Basin,22.633121,87.96148,11.75014
SSP1,Missouri_River_Basin,85.45285,87.96148,11.75014
SSP1,Upper_Mississippi_Basin,84.356986,87.96148,11.75014
SSP1,Saskatchewan_Nelson,18.8962538,87.96148,11.75014
SSP1,Ohio_River_Basin,48.724487,87.96148,11.75014
