scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,lo,0.926644
SSP2,Great_Lakes_Basin,RFD,lo,2.74757
SSP2,Missouri_River_Basin,RFD,lo,9.1149
SSP2,Upper_Mississippi_Basin,RFD,lo,16.8312
SSP2,Saskatchewan_Nelson,RFD,lo,2.0904
SSP2,Ohio_River_Basin,RFD,lo,6.7454
