scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,IRR,hi,1.35008
SSP2,Great_Lakes_Basin,IRR,hi,0.24
SSP2,Missouri_River_Basin,IRR,hi,4.79887
SSP2,Upper_Mississippi_Basin,IRR,hi,0.439
SSP2,Saskatchewan_Nelson,IRR,hi,0.0665332
SSP2,Ohio_River_Basin,IRR,hi,0.153
