scenario,subregion,management,level,2045,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,RFD,lo,0.00228,0.102,6.14e-05
SSP1,Great_Lakes_Basin,RFD,lo,0.00349342,0.102,6.14e-05
SSP1,Missouri_River_Basin,RFD,lo,0.037807,0.102,6.14e-05
SSP1,Upper_Mississippi_Basin,RFD,lo,0.0214064,0.102,6.14e-05
SSP1,Saskatchewan_Nelson,RFD,lo,0.0465,0.102,6.14e-05
SSP1,Ohio_River_Basin,RFD,lo,0.00853,0.102,6.14e-05
