scenario,subregion,2025,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,12.22768,84.93771,12.14942
SSP1,Great_Lakes_Basin,22.711123,84.93771,12.14942
SSP1,Missouri_River_Basin,83.8476,84.93771,12.14942
SSP1,Upper_Mississippi_Basin,82.997985,84.93771,12.14942
SSP1,Saskatchewan_Nelson,19.8978411,84.93771,12.14942
SSP1,Ohio_River_Basin,48.44305,84.93771,12.14942
