scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,IRR,lo,0.372376
SSP2,Great_Lakes_Basin,IRR,lo,0.0822815
SSP2,Missouri_River_Basin,IRR,lo,1.67584
SSP2,Upper_Mississippi_Basin,IRR,lo,0.245915
SSP2,Saskatchewan_Nelson,IRR,lo,0.022452
SSP2,Ohio_River_Basin,IRR,lo,0.0590843
