scenario,subregion,2050,ssps_max,ssps_min
SSP3,Arkansas_White_Red_Basin,12.47157,94.46981,12.47157
SSP3,Great_Lakes_Basin,23.184045,94.46981,12.47157
SSP3,Missouri_River_Basin,89.85057,94.46981,12.47157
SSP3,Upper_Mississippi_Basin,91.278808,94.46981,12.47157
SSP3,Saskatchewan_Nelson,18.1953706,94.46981,12.47157
SSP3,Ohio_River_Basin,50.678384,94.46981,12.47157
