scenario,subregion,management,level,2030
SSP4,Arkansas_White_Red_Basin,IRR,hi,0.0012741
SSP4,Great_Lakes_Basin,IRR,hi,0.00015
SSP4,Missouri_River_Basin,IRR,hi,0.00982
SSP4,Upper_Mississippi_Basin,IRR,hi,0.000447
SSP4,Saskatchewan_Nelson,IRR,hi,0.000804
SSP4,Ohio_River_Basin,IRR,hi,0.000107
