scenario,subregion,2020,ssps_max,ssps_min
SSP2,Arkansas_White_Red_Basin,12.10606,82.64004,12.05008
SSP2,Great_Lakes_Basin,22.615423,82.64004,12.05008
SSP2,Missouri_River_Basin,82.51608,82.64004,12.05008
SSP2,Upper_Mississippi_Basin,82.246943,82.64004,12.05008
SSP2,Saskatchewan_Nelson,20.0628372,82.64004,12.05008
SSP2,Ohio_River_Basin,48.156449,82.64004,12.05008
