scenario,subregion,2035,ssps_max,ssps_min
SSP2,Arkansas_White_Red_Basin,12.05003,87.96148,11.75014
SSP2,Great_Lakes_Basin,22.367246,87.96148,11.75014
SSP2,Missouri_River_Basin,84.90741,87.96148,11.75014
SSP2,Upper_Mississippi_Basin,84.211633,87.96148,11.75014
SSP2,Saskatchewan_Nelson,18.6500226,87.96148,11.75014
SSP2,Ohio_River_Basin,48.287042,87.96148,11.75014
