scenario,subregion,management,level,2040,ssps_max,ssps_min
SSP5,Arkansas_White_Red_Basin,RFD,hi,0.00486025,0.094,6.25e-05
SSP5,Great_Lakes_Basin,RFD,hi,0.00736417,0.094,6.25e-05
SSP5,Missouri_River_Basin,RFD,hi,0.0788,0.094,6.25e-05
SSP5,Upper_Mississippi_Basin,RFD,hi,0.0446,0.094,6.25e-05
SSP5,Saskatchewan_Nelson,RFD,hi,0.094,0.094,6.25e-05
SSP5,Ohio_River_Basin,RFD,hi,0.018,0.094,6.25e-05
