scenario,subregion,2040,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,12.42106,90.00392,11.83506
SSP1,Great_Lakes_Basin,22.998163,90.00392,11.83506
SSP1,Missouri_River_Basin,87.18204,90.00392,11.83506
SSP1,Upper_Mississippi_Basin,86.226276,90.00392,11.83506
SSP1,Saskatchewan_Nelson,18.72842,90.00392,11.83506
SSP1,Ohio_River_Basin,49.680753,90.00392,11.83506
