scenario,subregion,2040,ssps_max,ssps_min
SSP3,Arkansas_White_Red_Basin,11.83506,90.00392,11.83506
SSP3,Great_Lakes_Basin,22.280178,90.00392,11.83506
SSP3,Missouri_River_Basin,84.95246,90.00392,11.83506
SSP3,Upper_Mississippi_Basin,86.526725,90.00392,11.83506
SSP3,Saskatchewan_Nelson,18.1823342,90.00392,11.83506
SSP3,Ohio_River_Basin,48.553915,90.00392,11.83506
