scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,IRR,lo,0.844
SSP2,Great_Lakes_Basin,IRR,lo,0.0753592
SSP2,Missouri_River_Basin,IRR,lo,2.18157
SSP2,Upper_Mississippi_Basin,IRR,lo,0.189
SSP2,Saskatchewan_Nelson,IRR,lo,0.0281
SSP2,Ohio_River_Basin,IRR,lo,0.0539202
